Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,5.944749140933837,5.973632335662842,5.8942034314281395,5.973632335662842,237536000,0.0,0.0
2020-01-03 00:00:00-05:00,5.853866810992016,5.921842558419477,5.828967240236035,5.878019332885742,205384000,0.0,0.0
2020-01-06 00:00:00-05:00,5.7846461605971475,5.9078982967701545,5.758501825641638,5.902669429779053,262636000,0.0,0.0
2020-01-07 00:00:00-05:00,5.931055878338207,6.019947106600634,5.885987881708435,5.974132061004639,314856000,0.0,0.0
2020-01-08 00:00:00-05:00,5.969899035200442,6.026670006817,5.929811048834988,5.985336780548096,277108000,0.0,0.0
2020-01-09 00:00:00-05:00,6.071737779365594,6.1235287393009,5.997288393188556,6.0510711669921875,255112000,0.0,0.0
2020-01-10 00:00:00-05:00,6.158386915782523,6.1887642097731135,6.069246847374789,6.083439350128174,316296000,0.0,0.0
2020-01-13 00:00:00-05:00,6.166605789608891,6.299319786970306,6.143946885251646,6.274171352386475,319840000,0.0,0.0
2020-01-14 00:00:00-05:00,6.231342204377138,6.256739964504197,6.143945091407654,6.157142162322998,359088000,0.0,0.0
2020-01-15 00:00:00-05:00,6.169839845131226,6.192249407363364,6.088667515253879,6.11456298828125,263104000,0.0,0.0
2020-01-16 00:00:00-05:00,6.16809706479141,6.204201413292285,6.144691595227749,6.198225498199463,284192000,0.0,0.0
2020-01-17 00:00:00-05:00,6.217399339536223,6.224869353731844,6.159383606551105,6.206941604614258,253792000,0.0,0.0
2020-01-21 00:00:00-05:00,6.170337871696797,6.207189266922531,6.139462391235229,6.173574924468994,217916000,0.0,0.0
2020-01-22 00:00:00-05:00,6.218892948634014,6.3142577952630985,6.199969294094804,6.227607727050781,239240000,0.0,0.0
2020-01-23 00:00:00-05:00,6.267696059799116,6.304546986404693,6.178804846771145,6.296081066131592,244516000,0.0,0.0
2020-01-24 00:00:00-05:00,6.4116154221562205,6.461414566859351,6.1825402113775345,6.236821174621582,373512000,0.0,0.0
2020-01-27 00:00:00-05:00,5.932051746952907,6.03189890120768,5.78240591949754,5.9808549880981445,470536000,0.0,0.0
2020-01-28 00:00:00-05:00,6.046837977658563,6.206692670082908,5.993552921877169,6.174323558807373,310976000,0.0,0.0
2020-01-29 00:00:00-05:00,6.159882551354978,6.195986912006089,6.073979039811307,6.113818645477295,258848000,0.0,0.0
2020-01-30 00:00:00-05:00,6.015962322115059,6.133986072088082,5.9609347869836,6.120540142059326,290504000,0.0,0.0
2020-01-31 00:00:00-05:00,6.074725383317026,6.086677216136788,5.845152454673478,5.886983394622803,370420000,0.0,0.0
2020-02-03 00:00:00-05:00,5.868805929212431,6.003512174356,5.862581155713993,5.984090805053711,255564000,0.0,0.0
2020-02-04 00:00:00-05:00,6.126018472007476,6.1725805622804675,6.075970470159814,6.153407573699951,271544000,0.0,0.0
2020-02-05 00:00:00-05:00,6.274418208218552,6.284627083585541,6.160378573466834,6.2437920570373535,208220000,0.0,0.0
2020-02-06 00:00:00-05:00,6.278153810000795,6.330691337585449,6.1969814681969,6.330691337585449,218284000,0.0,0.0
2020-02-07 00:00:00-05:00,6.2906053837233955,6.312766098412554,6.239063271431059,6.264461040496826,189752000,0.0,0.0
2020-02-10 00:00:00-05:00,6.287118050674821,6.548562373705243,6.282138041208376,6.547815799713135,529608000,0.0,0.0
2020-02-11 00:00:00-05:00,6.656128007120676,6.785107205326592,6.594128175146473,6.670320510864258,638556000,0.0,0.0
2020-02-12 00:00:00-05:00,6.723107980914765,6.792577832932896,6.684264760677059,6.78610372543335,374644000,0.0,0.0
2020-02-13 00:00:00-05:00,6.728087026578809,6.8095082251492345,6.700697452472385,6.742279529571533,528016000,0.0,0.0
2020-02-14 00:00:00-05:00,7.1526242944459115,7.3445992547048355,7.121251087688543,7.215620040893555,1041924000,0.0,0.0
2020-02-18 00:00:00-05:00,7.112284805538713,7.402862066104475,7.092863438209444,7.384436130523682,620164000,0.0,0.0
2020-02-19 00:00:00-05:00,7.506943608409508,7.8535443889939245,7.506943608409508,7.835865497589111,694332000,0.0,0.0
2020-02-20 00:00:00-05:00,7.7878074354600715,7.876200441082332,7.378958083566706,7.686466693878174,810052000,0.0,0.0
2020-02-21 00:00:00-05:00,7.574171811396702,7.5993202405337,7.237281739267085,7.322188854217529,768180000,0.0,0.0
2020-02-24 00:00:00-05:00,6.7275888556454095,7.018415013150856,6.6730590401606,6.80452823638916,856916000,0.0,0.0
2020-02-25 00:00:00-05:00,6.879725430524759,6.941725266332904,6.42306910394521,6.524908065795898,1055496000,0.0,0.0
2020-02-26 00:00:00-05:00,6.525156242150052,6.858560386119189,6.523662619396373,6.664344310760498,747732000,0.0,0.0
2020-02-27 00:00:00-05:00,6.350671743286865,6.652135814573966,6.200936447639633,6.293368816375732,906416000,0.004,0.0
2020-02-28 00:00:00-05:00,6.0407377662763615,6.788168809835551,6.024045280297215,6.728623390197754,1133252000,0.0,0.0
2020-03-02 00:00:00-05:00,6.898790168628338,6.915981147202889,6.502651591191354,6.887080192565918,890744000,0.0,0.0
2020-03-03 00:00:00-05:00,6.94288728003817,7.002681707979375,6.539025290601562,6.624481678009033,652792000,0.0,0.0
2020-03-04 00:00:00-05:00,6.731863366920693,7.097855454040895,6.657119966481476,7.088387966156006,597408000,0.0,0.0
2020-03-05 00:00:00-05:00,6.888822331984079,7.055748608717607,6.7642504978606635,6.808847427368164,540328000,0.0,0.0
2020-03-06 00:00:00-05:00,6.629215153331735,6.686767569143142,6.427906914211364,6.628218650817871,515412000,0.0,0.0
2020-03-09 00:00:00-04:00,5.976956328035525,6.462786653626305,5.934103873356263,6.1149821281433105,614160000,0.0,0.0
2020-03-10 00:00:00-04:00,6.391532086594382,6.504643440246582,6.128685891556987,6.504643440246582,580648000,0.0,0.0
2020-03-11 00:00:00-04:00,6.364624776110382,6.393027237449042,6.043478660399975,6.140644550323486,499964000,0.0,0.0
2020-03-12 00:00:00-04:00,5.617193623875162,5.882780798671935,5.376520913593688,5.389227390289307,816540000,0.0,0.0
2020-03-13 00:00:00-04:00,5.74276202007019,6.004861200459015,5.471444834635262,6.0003767013549805,634836000,0.0,0.0
2020-03-16 00:00:00-04:00,5.292060797038854,5.633138846323845,4.833387373717167,4.893181800842285,726972000,0.0,0.0
2020-03-17 00:00:00-04:00,5.005546046363473,5.5025879437557,4.758644830167573,5.413145065307617,833632000,0.0,0.0
2020-03-18 00:00:00-04:00,4.985365605776543,5.230522825792066,4.501528670191196,5.0531325340271,874268000,0.0,0.0
2020-03-19 00:00:00-04:00,5.0317050334680555,5.39969050769739,4.8181893093245804,5.3060126304626465,765512000,0.0,0.0
2020-03-20 00:00:00-04:00,5.4562461261842286,5.738276745175793,5.110684082199589,5.126131057739258,804636000,0.0,0.0
2020-03-23 00:00:00-04:00,5.125134232257989,5.393462356917479,4.945999967407848,5.299036502838135,643876000,0.0,0.0
2020-03-24 00:00:00-04:00,5.705390426910498,6.294864680935854,5.681721947346978,6.208162307739258,1101644000,0.0,0.0
2020-03-25 00:00:00-04:00,6.323266022515335,6.5230792536896205,6.070634360856314,6.119466781616211,793432000,0.0,0.0
2020-03-26 00:00:00-04:00,6.326754392649182,6.533045614627521,6.228592006916401,6.408972263336182,696108000,0.0,0.0
2020-03-27 00:00:00-04:00,6.228592515915262,6.555469119579857,6.195705555034492,6.296608924865723,638828000,0.0,0.0
2020-03-30 00:00:00-04:00,6.362132165488953,6.62622478053614,6.318033727382761,6.617006301879883,602252000,0.0,0.0
2020-03-31 00:00:00-04:00,6.6571190379239695,6.86141725713181,6.421678333548559,6.567427635192871,949960000,0.0,0.0
2020-04-01 00:00:00-04:00,6.369358470827845,6.515854794844873,6.011338925325279,6.055935382843018,656912000,0.0,0.0
2020-04-02 00:00:00-04:00,6.085085712433481,6.378078853671705,6.037001255561317,6.364874362945557,675764000,0.0,0.0
2020-04-03 00:00:00-04:00,6.3272539513153,6.368860907336882,5.939337373219986,6.076864719390869,663212000,0.0,0.0
2020-04-06 00:00:00-04:00,6.359142950766202,6.72388945140129,6.301590539823425,6.687016010284424,727884000,0.0,0.0
2020-04-07 00:00:00-04:00,6.908754881300321,6.932423837596643,6.410467467283064,6.453569412231445,784520000,0.0,0.0
2020-04-08 00:00:00-04:00,6.562693936800827,6.67580529158932,6.492684524657604,6.650890827178955,542444000,0.0,0.0
2020-04-09 00:00:00-04:00,6.776709486721473,6.799630473641306,6.48820081846484,6.551234245300293,525564000,0.0,0.0
2020-04-13 00:00:00-04:00,6.491438916265723,6.731862615031408,6.402993020401672,6.723142623901367,398408000,0.0,0.0
2020-04-14 00:00:00-04:00,6.851452439747063,7.108568661387337,6.823797471056467,7.074436187744141,530948000,0.0,0.0
2020-04-15 00:00:00-04:00,6.906263193407044,7.0799164777729535,6.8609192376887105,6.996951580047607,366148000,0.0,0.0
2020-04-16 00:00:00-04:00,7.152417369950463,7.449396519056113,7.13921287933248,7.342264652252197,745620000,0.0,0.0
